Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID
CHEMBL3402707;;0;372.90;0;3.58;3b;CN(CCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1.Cl;IC50;'=';361.0;nM;6.44;;;UO_0000065;19.15;0.35;2.86;15.86;False;CHEMBL3404440;Inhibition of human recombinant AChE pre-incubated for 5 mins before addition of acetylthiocholine iodide substrate by Ellman's assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3400003;1;Scientific Literature;Bioorg. Med. Chem.;2015;None
CHEMBL2419685;;0;351.84;0;3.55;5a;N#Cc1cc(C#N)c(NC2CCN(Cc3ccccc3)CC2)nc1Cl;IC50;'=';5350.0;nM;5.27;;;UO_0000065;14.98;0.29;1.72;6.96;False;CHEMBL2421450;Inhibition of purified human erythrocyte AChE using acetylcholine as substrate by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2417380;1;Scientific Literature;Eur. J. Med. Chem.;2013;None
CHEMBL3233830;;0;728.72;2;8.64;(+/-)-7e;CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl;IC50;'=';3.6;nM;8.44;;;UO_0000065;12.20;0.23;-0.20;6.56;False;CHEMBL3238626;Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3232829;1;Scientific Literature;J. Med. Chem.;2014;None
CHEMBL3401031;;0;328.32;0;3.19;7;COc1cc2oc(-c3cccc(O)c3)cc(=O)c2c(OC)c1OC;IC50;;;;;;Not Determined;;;;;;False;CHEMBL3405465;Inhibition of human erythrocyte AChE using acetylthiocholine chloride as substrate after 15 mins by Ellman spectrophotometric method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3400132;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None
CHEMBL3233831;;0;728.72;2;8.64;(+)-7e;CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3[C@@H](C1)C2.Cl;IC50;'=';2930.0;nM;5.53;;;UO_0000065;7.99;0.15;-3.11;4.30;False;CHEMBL3238626;Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3232829;1;Scientific Literature;J. Med. Chem.;2014;None
CHEMBL1678;DONEPEZIL HYDROCHLORIDE;4;415.96;0;4.36;Donepezil hydrochloride;COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl;IC50;'=';120.0;nM;6.92;;;UO_0000065;18.24;0.34;2.56;17.85;False;CHEMBL4022474;Inhibition of AChE (unknown origin) using acetylcholine as substrate preincubated for 15 mins followed by substrate addition measured every minute by spectrophotometric analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4020795;1;Scientific Literature;Bioorg Med Chem Lett;2017;None
CHEMBL15511;ENROFLOXACIN;0;359.40;0;2.32;ENROFLOXACIN;CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL3818992;;0;380.49;0;3.53;9;O=C(/C=C/c1ccc(O)c(O)c1)NCCC1CCN(Cc2ccccc2)CC1;IC50;'=';1750.0;nM;5.76;;;UO_0000065;15.13;0.28;2.23;7.91;False;CHEMBL3860146;Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured for 5 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3860024;1;Scientific Literature;Eur J Med Chem;2016;None
CHEMBL1201012;FLURANDRENOLIDE;4;436.52;0;2.50;FLURANDRENOLIDE;CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL3322161;;0;474.54;0;3.49;11;O=C(Cc1cc(=O)oc2cc(O)ccc12)NNC(=S)Nc1c2c(nc3ccccc13)CCCC2;IC50;'=';8170.0;nM;5.09;;;UO_0000065;10.72;0.20;1.60;4.37;False;CHEMBL3379808;Inhibition of human recombinant AChE pre-incubated for 5 mins before acetylthiocholine substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3351824;1;Scientific Literature;J. Med. Chem.;2014;None
CHEMBL502;DONEPEZIL;4;379.50;0;4.36;Donepezil;COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2;IC50;'=';6.0;nM;8.22;;;UO_0000065;21.66;0.40;3.86;21.21;False;CHEMBL3875277;Inhibition of human recombinant AChE preincubated for 5 mins followed by acetylthiocholine iodide substrate addition measured after 5 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3875143;1;Scientific Literature;Eur J Med Chem;2016;None
CHEMBL137;METRONIDAZOLE;4;171.16;0;0.09;Metronidazole;Cc1ncc([N+](=O)[O-])n1CCO;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL918;PHENACEMIDE;4;178.19;0;0.42;PHENACEMIDE;NC(=O)NC(=O)Cc1ccccc1;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL1162;NORETHINDRONE;4;298.43;0;3.49;NORETHINDRONE;C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL1373;MODAFINIL;4;273.36;0;2.01;MODAFINIL;NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL94;PHYSOSTIGMINE;4;275.35;0;1.77;Eserine;CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C;IC50;'=';40.0;nM;7.40;;;UO_0000065;26.87;0.51;5.63;16.51;True;CHEMBL2429132;Inhibition of AChE (unknown origin) using acetyl thiocholine iodide as substrate after 30 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2424571;1;Scientific Literature;Med Chem Res;2013;None
CHEMBL90555;VINCRISTINE;4;824.97;2;3.52;VINCRISTINE;CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL580;LORAZEPAM;4;321.16;0;3.10;LORAZEPAM;O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL33051;;0;359.21;0;-0.20;HI-6;NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1.[Cl-].[Cl-];IC50;'=';66000.0;nM;4.18;;;UO_0000065;14.50;0.27;4.38;4.51;False;CHEMBL3090837;Inhibition of human AChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3085720;1;Scientific Literature;J. Med. Chem.;2013;None
CHEMBL6;INDOMETHACIN;4;357.79;0;3.93;INDOMETHACIN;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL3597948;;0;370.82;0;1.05;6a;CCOC(=O)c1csc(NC(=O)C[n+]2ccc(/C=N/O)cc2)n1.[Cl-];IC50;'=';2490000.0;nM;;Outside typical range;;UO_0000065;;;;;False;CHEMBL3598884;Inhibition of human acetylcholinesterase incubated for 60 mins using ATChI substrate by DTNB dye based UV-visible spectrophotometry;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3596175;1;Scientific Literature;Bioorg. Med. Chem.;2015;None
CHEMBL3581573;;0;484.68;1;6.86;17;C=C(C)[C@H]1CC[C@@](C)(O)[C@@H](C2=C(O)C(CC=C(C)C)(CC=C(C)C)C(=O)C(C(=O)C(C)C)=C2O)C1;IC50;'=';25400.0;nM;4.59;;;UO_0000065;9.48;0.18;-2.26;4.85;False;CHEMBL3583257;Inhibition of human erythrocytes acetylcholinesterase after 30 mins using S-acetylthiocholine iodide substrate by spectrophotometry based Ellman method;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3580622;1;Scientific Literature;J. Nat. Prod.;2015;None
CHEMBL295124;BERBERINE;3;336.37;0;3.10;Berberine;COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2;IC50;'=';100.0;nM;7.00;;;UO_0000065;20.81;0.38;3.90;17.16;False;CHEMBL3588424;Inhibition of AChE (unknown origin) using acetylthiocholine as substrate assessed as substrate hydrolysis by spectrophotometric/Ellman method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3585347;1;Scientific Literature;Bioorg. Med. Chem.;2015;None
CHEMBL3947803;;0;445.49;1;5.20;BDBM214651;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(C(F)(F)F)cc1)CC(C)CC3;IC50;'=';768.0;nM;6.12;;376955;UO_0000065;13.73;0.26;0.91;7.92;False;CHEMBL3888161;"Inhibition Assay: Procedure: 48 Ml 1xReaction Buffer was initially added to each compound test well in the 96-well black plate arranged, followed by addition of 2 Ml 100xcompound solution; the test for each concentration was performed in duplicate. To the positive control well, 2 Ml DMSO+48 Ml 1xReaction Buffer were added; while 100 Ml 20 Mm H2O2 working solution was directly added to the positive validation well. To the negative control well, 2 Ml DMSO+98 Ml 1xReaction Buffer were added, and each test was performed in duplicate. 50 Ml 4xAchE application solution was added to each of the compound test wells and the positive control wells. 100 Ml 2xworking solution was added to each of all the wells and mixed until homogenous. The enzymatic reaction was started with the volume of the overall reaction system reaching 200 Ml, which resulted in the final concentrations of the compound solution of 10 umol/L, 2 umol/L, 0.4 umol/L, 0.08 umol/L, 0.016 umol/L, 0.0032 umol/L and 0.064 umol/L.";B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3886606;37;BindingDB Database;;2016;None
CHEMBL94;PHYSOSTIGMINE;4;275.35;0;1.77;Physostigmine;CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C;IC50;'=';80.0;nM;7.10;;;UO_0000065;25.77;0.48;5.33;15.84;False;CHEMBL3822141;Inhibition of AChE (unknown origin) using acetylthiocholine iodide as substrate incubated for 30 mins by Ellman's microplate assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3817788;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2016;None
CHEMBL433379;;0;334.46;0;4.98;1b;Cc1ccc2onc(CCC3CCN(Cc4ccccc4)CC3)c2c1;IC50;'=';7.798;nM;8.11;;;UO_0000065;24.24;0.44;3.13;27.70;True;CHEMBL641020;Inhibition against Acetylcholinesterase (AChE);B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1129655;1;Scientific Literature;J. Med. Chem.;1996;None
CHEMBL1255901;HUPERZINE A;2;242.32;0;2.00;Huperzine A;C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2;IC50;'=';5.0;nM;8.30;;;UO_0000065;34.26;0.63;6.30;14.10;False;CHEMBL3635481;Inhibition of AChE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3632542;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None
CHEMBL3632856;;0;436.55;1;5.43;(+)-Arisugacin G;COc1ccc(-c2cc3c(c(=O)o2)C[C@@H]2[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@@]2(C)O3)cc1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;False;CHEMBL3635482;Inhibition of human AChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3632542;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None
CHEMBL3818689;;0;408.54;0;4.14;1;COc1ccc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1OC;IC50;'=';260.0;nM;6.58;;;UO_0000065;16.12;0.30;2.45;12.96;False;CHEMBL3860146;Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured for 5 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3860024;1;Scientific Literature;Eur J Med Chem;2016;None
CHEMBL330004;;0;399.33;1;5.44;1e;Brc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1;IC50;'=';50.0;nM;7.30;;;UO_0000065;18.28;0.40;1.86;24.94;True;CHEMBL641020;Inhibition against Acetylcholinesterase (AChE);B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1129655;1;Scientific Literature;J. Med. Chem.;1996;None
CHEMBL3303094;;0;706.28;2;9.03;BDBM202366;CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2;IC50;'=';7.6;nM;8.12;;358404;UO_0000065;11.50;0.22;-0.91;6.31;False;CHEMBL3887855;Inhibition Assay: AChE inhibitory activity of compounds (Ia)-(Ie) and (-)-(Ib) and (+)-(Ib) was evaluated spectrophotometrically at 25° C. by the method of Ellman et al., using recombinant human AChE (hAChE) and Electrophorus electricus (ee) AChE and acetylthiocholine iodide as substrate (cf. G. L. Ellman et al., New and Rapid Colorimetric Determination of Acetylcholinesterase Activity Biochem. Pharmacol. 1961, vol. 7, pp. 88-95). For eeAChE inhibitory activity determination, the reaction took place in a final volume of 300 uL of 0.1 M phosphate-buffered solution pH 8.0, containing 0.03 unit/mL of ee AChE and 333 uM 5,5'-dithiobis(2-nitrobenzoic) acid (DTNB) solution used to produce the yellow anion of 5-thio-2-nitrobenzoic acid. Inhibition curves were performed in duplicates using at least 10 increasing concentrations of inhibitor and preincubating at 37° C. for 20 min. One duplicate sample without inhibitor was always present to yield 100% of AChE activity. Then, substrate acetylthiocholine (450 uM) was added and the reaction was developed at 37° C. for 5 min. The color production was measured at 414 nm.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3886477;37;BindingDB Database;;2016;None
CHEMBL812;PYRIDOSTIGMINE BROMIDE;4;261.12;0;0.57;Pyridostigmine bromide;CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-];IC50;'=';350.0;nM;6.46;;;UO_0000065;35.62;0.68;5.89;19.32;False;CHEMBL3830392;Inhibition of human AChE assessed as acetylthiocholine hydrolysis preincubated for 10 mins followed by addition of substrate measured after 2 mins by spectrophotometric method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3826971;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2016;None
CHEMBL3824057;;0;361.49;0;3.74;4n;O=C(NCCc1c[nH]c2ccccc12)C1CCN(Cc2ccccc2)CC1;IC50;'=';7850.0;nM;5.11;;;UO_0000065;14.12;0.26;1.37;10.61;False;CHEMBL3826564;Inhibition of human erythrocyte ACHE preincubated for 6 mins followed by addition of acetylcholine iodide as substrate by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3822387;1;Scientific Literature;Bioorg. Med. Chem.;2016;None
CHEMBL94;PHYSOSTIGMINE;4;275.35;0;1.77;Physostigmine;CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C;IC50;'=';220.0;nM;6.66;;;UO_0000065;24.18;0.45;4.89;14.86;False;CHEMBL4220758;Inhibition of AChE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4219069;1;Scientific Literature;Bioorg Med Chem;2018;None
CHEMBL3403876;;0;672.18;2;6.95;15b;COc1cc2oc(-c3cccc(OCC(=O)NCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3)cc(=O)c2c(OC)c1OC;IC50;;;;;;Not Determined;;;;;;False;CHEMBL3405465;Inhibition of human erythrocyte AChE using acetylthiocholine chloride as substrate after 15 mins by Ellman spectrophotometric method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3400132;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None
CHEMBL95;TACRINE;4;198.27;0;2.70;Tacrine;Nc1c2c(nc3ccccc13)CCCC2;IC50;'=';374.0;nM;6.43;;;UO_0000065;32.42;0.59;3.73;16.52;False;CHEMBL4156282;Inhibition of recombinant human AChE expressed in HEK293 cells using acetylthiocholine as substrate pretreated for 20 mins followed by substrate addition by Ellman's method;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4152325;1;Scientific Literature;Eur J Med Chem;2018;None
CHEMBL3402710;;0;414.98;0;4.76;3e;CN(CCCCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1.Cl;IC50;'=';860.0;nM;6.07;;;UO_0000065;16.02;0.30;1.31;14.93;False;CHEMBL3404440;Inhibition of human recombinant AChE pre-incubated for 5 mins before addition of acetylthiocholine iodide substrate by Ellman's assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3400003;1;Scientific Literature;Bioorg. Med. Chem.;2015;None
CHEMBL3623560;;0;202.20;0;1.99;9i;CC(C)Cn1cc(C(=O)C(F)F)cn1;IC50;'=';11000.0;nM;4.96;;;UO_0000065;24.52;0.48;2.97;14.21;False;CHEMBL3626447;Inhibition of recombinant human AChE after 60 mins by Ellman assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3621126;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None
CHEMBL4072478;;0;534.81;2;6.92;46;COc1ccc2nc3c(c(NCCCCCCCNC(=S)NC45CC6CC(CC(C6)C4)C5)c2c1)CCCC3;IC50;'=';3470.0;nM;5.46;;;UO_0000065;10.21;0.20;-1.46;9.38;False;CHEMBL4025947;Inhibition of recombinant human AChE expressed in HEK293 cells using acetylthiocholine chloride as substrate after 5 mins by spectrophotometric method;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4024719;1;Scientific Literature;Eur J Med Chem;2017;CHEMBL3307715
CHEMBL4069776;;0;366.46;0;3.59;TM-14;CCN(CCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1OC;IC50;'=';280.0;nM;6.55;;;UO_0000065;17.88;0.33;2.96;13.15;False;CHEMBL4048085;Inhibition of human erythrocyte AChE using acetylthiocholine chloride as substrate incubated for 15 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4043275;1;Scientific Literature;Bioorg Med Chem Lett;2017;None
CHEMBL3623555;;0;188.18;0;1.91;9d;CC(C)n1cc(C(=O)C(F)F)cn1;IC50;'=';802.0;nM;6.10;;;UO_0000065;32.39;0.64;4.19;17.47;False;CHEMBL3626446;Inhibition of recombinant human AChE after 10 mins by Ellman assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3621126;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None
CHEMBL1108;DROPERIDOL;4;379.44;0;3.68;DROPERIDOL;O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL3407591;;0;297.36;0;2.36;M30D;C#CCN(C)Cc1ccc(OC(=O)N(C)C)c2ncccc12;IC50;'=';520.0;nM;6.28;;;UO_0000065;21.13;0.39;3.92;13.76;False;CHEMBL3413435;Inhibition of recombinant human AChE expressed in HEK293 cells preincubated for 15 mins;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3407435;1;Scientific Literature;J. Med. Chem.;2014;CHEMBL3307715
CHEMBL248702;DEXFENFLURAMINE;4;231.26;0;3.25;DEXFENFLURAMINE;CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
