gene_name,target_type,target_group,target_group_score_normalized,Disease
PROS1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PRPF19,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PRPF3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PRPF31,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PRPF38A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PRPF39,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PRPF4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PRPF40A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PRPF6,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PRPF8,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PRR5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PRRT2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PRSS3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PRSS3P2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PRSS8,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSAP,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSEN2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSIP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMA1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMA2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMA3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMA4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMA5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMA6,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMA7,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMA8,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMB1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMB10,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMB11,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMB2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMB3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMB4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMB6,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMB7,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMB8,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMB9,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMC1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMC2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMC3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMC5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMC6,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMD1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMD10,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMD11,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMD12,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMD13,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMD14,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMD2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMD3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMD4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMD6,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMD7,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMD8,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMD9,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSME1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSME3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSME4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMF1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSMG1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PSPH,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTBP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTCD3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTCH1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTCH2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTCRA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTDSS1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTDSS2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTEN,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTGDS,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTGER1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTGER2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTGER3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTGER4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTGES2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTGES3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTGFRN,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTGIS,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTH,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTH2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTHLH,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTK7,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTN,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTPN13,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTPN2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTPN21,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTPN22,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTPN23,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTPN3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTPN4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTPN5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTPN6,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTPN7,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTPN9,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTPRB,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTPRCAP,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTPRJ,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTPRO,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTPRR,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTPRS,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTPRZ1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTS,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PTTG1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PVRL3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PXN,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PYCARD,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
PYY,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
QARS,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
QDPR,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
QPRT,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
QRFP,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAB11A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAB11FIP2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAB14,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAB18,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAB1A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAB28,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAB29,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAB31,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAB32,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAB3A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAB3GAP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAB3GAP2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAB40B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAB43,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAB5A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAB5B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAB6B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAB7A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAB8A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAB9B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RABGGTB,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAC2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAC3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RACGAP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAD1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAD17,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAD18,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAD21,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAD21L1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAD23A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAD23B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAD50,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAD51,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAD51AP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAD51B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAD51C,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAD54L2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAD9A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAE1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RALA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RALB,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RALBP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RALGDS,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAMP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAMP2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAMP3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RANBP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RANBP10,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RANBP2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RANBP9,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RANGAP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RANGRF,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAP1A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAP1B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAP1GAP2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAP1GDS1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAP2A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAP2B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAPGEF1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RAPSN,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RARS2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RASA1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RASAL2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RASD1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RASGRF1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RASSF1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RASSF2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RASSF3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RASSF4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RASSF5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RASSF6,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RB1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RB1CC1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBBP4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBBP5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBBP6,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBBP7,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBBP8,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBCK1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBFOX2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBL1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBL2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBM17,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBM23,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBM25,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBM28,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBM39,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBM42,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBM7,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBP2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBP5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBPJ,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RBX1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RCAN1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RCAN2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RCC1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RCE1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RCHY1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RCOR1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RCOR2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RCOR3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RCVRN,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RDH10,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RDH11,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RDH12,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RDH16,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RDH5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RDX,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
REC8,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RECK,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
REL,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RELB,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RELL2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RELN,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RELT,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
REPS1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
REST,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RETSAT,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
REV1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
REV3L,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RFC1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RFC2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RFC3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RFC4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RFC5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RFK,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RFWD2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RFXANK,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RGMA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RGMB,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RGS1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RGS10,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RGS11,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RGS12,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RGS14,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RGS17,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RGS18,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RGS19,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RGS2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RGS20,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RGS3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RGS5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RGS6,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RGS7,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RGS8,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RGS9,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RGS9BP,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RHEB,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RHO,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RHOA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RHOB,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RHOBTB3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RHOC,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RHOD,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RHOJ,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RHOQ,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RHPN1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RHPN2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RIC1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RIC8A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RIC8B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RICTOR,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RIMS1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RIMS2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RIN1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RING1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RLBP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RMDN1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RMDN3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RMI1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RMI2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RMND5A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RNASE1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RND1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RND3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RNF169,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RNF2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RNF31,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RNF41,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RNF5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RNF7,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RNF8,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RNPS1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ROBO1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ROBO2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RORA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPA1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPA2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPE,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPE65,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPEL1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPF2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPGRIP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPGRIP1L,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPH3A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPH3AL,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPIA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPL11,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPL12,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPL13,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPL13A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPL15,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPL18,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPL18A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPL19,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPL23,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPL23A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPL24,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPL27A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPL3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPL32,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPL35,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPL4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPL5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPL7,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPL8,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPL9,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPLP0,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPLP2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPP21,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPP38,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPRD1A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS10,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS11,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS12,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS13,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS14,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS15,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS15A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS16,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS17,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS18,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS19,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS19BP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS20,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS21,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS23,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS26,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS27A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS28,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS29,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS3A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS4X,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS6,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS7,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS8,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPS9,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RPTOR,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RRAGA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RRAGB,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RRAGC,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RRAGD,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RRAS,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RRAS2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RRM1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RRM2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RRM2B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RRN3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RRP8,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RRP9,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RS1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RSAD2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RSL24D1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RSRP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RSU1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RTCB,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RTF1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RTKN,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RTN1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RTN2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RTN3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RTN4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RTN4R,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RUFY1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RUNDC3A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RUNX1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RUNX2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RUNX3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RUVBL1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RUVBL2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RWDD3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RYBP,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RYR1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
RYR3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
S100A1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
S100A10,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
S100A12,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
S100A13,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
S100A4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
