"accession","pref_name","standar_type","chembl_id_ligand","standard_inchi","standard_inchi_key","canonical_smiles (Canonical)","Activity_type"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1979933","InChI=1S/C16H12FN5O2/c17-10-4-3-5-11(8-10)20-15-18-9-19-16(22-15)21-13-7-2-1-6-12(13)14(23)24/h1-9H,(H,23,24)(H2,18,19,20,21,22)","UMYBAQLXZPEUQW-UHFFFAOYSA-N","O=C(O)c1ccccc1Nc1ncnc(Nc2cccc(F)c2)n1","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3952135","InChI=1S/C25H21N3O3/c29-24-22-9-5-4-8-21(22)23(26-27-24)18-10-12-20(13-11-18)31-25(30)28-15-14-19(16-28)17-6-2-1-3-7-17/h1-13,19H,14-16H2,(H,27,29)","YRYRPUAJKATBGH-UHFFFAOYSA-N","O=C(Oc1ccc(-c2n[nH]c(=O)c3ccccc23)cc1)N1CCC(c2ccccc2)C1","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL241270","InChI=1S/C20H21ClN4O2/c21-15-3-1-2-13(10-15)19(26)20(27)25-8-6-16(7-9-25)23-17-4-5-18-14(11-17)12-22-24-18/h1-5,10-12,16,19,23,26H,6-9H2,(H,22,24)/t19-/m0/s1","CRKXVRDQRQDSOG-IBGZPJMESA-N","O=C([C@@H](O)c1cccc(Cl)c1)N1CCC(Nc2ccc3[nH]ncc3c2)CC1","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL392064","InChI=1S/C20H21ClN4O2/c21-17-4-2-1-3-16(17)19(26)20(27)25-9-7-14(8-10-25)23-15-5-6-18-13(11-15)12-22-24-18/h1-6,11-12,14,19,23,26H,7-10H2,(H,22,24)/t19-/m0/s1","JISHTAQRIKFVMS-IBGZPJMESA-N","O=C([C@@H](O)c1ccccc1Cl)N1CCC(Nc2ccc3[nH]ncc3c2)CC1","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL442086","InChI=1S/C21H23N5O/c27-21(20-12-15-3-1-2-4-16(15)13-22-20)26-9-7-25(8-10-26)18-5-6-19-17(11-18)14-23-24-19/h1-6,11,14,20,22H,7-10,12-13H2,(H,23,24)/t20-/m0/s1","SWSPTEWZUSYXHL-FQEVSTJZSA-N","O=C([C@@H]1Cc2ccccc2CN1)N1CCN(c2ccc3[nH]ncc3c2)CC1","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL238744","InChI=1S/C19H19ClN4O2/c20-15-3-1-2-13(10-15)18(25)19(26)24-8-6-23(7-9-24)16-4-5-17-14(11-16)12-21-22-17/h1-5,10-12,18,25H,6-9H2,(H,21,22)/t18-/m1/s1","MRGGOQVTDADSFB-GOSISDBHSA-N","O=C([C@H](O)c1cccc(Cl)c1)N1CCN(c2ccc3[nH]ncc3c2)CC1","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL241064","InChI=1S/C20H22N4O2/c25-19(14-4-2-1-3-5-14)20(26)24-10-8-16(9-11-24)22-17-6-7-18-15(12-17)13-21-23-18/h1-7,12-13,16,19,22,25H,8-11H2,(H,21,23)/t19-/m1/s1","AEBNQBMNALVGPB-LJQANCHMSA-N","O=C([C@H](O)c1ccccc1)N1CCC(Nc2ccc3[nH]ncc3c2)CC1","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL239149","InChI=1S/C19H20N4O2/c24-18(14-4-2-1-3-5-14)19(25)23-10-8-22(9-11-23)16-6-7-17-15(12-16)13-20-21-17/h1-7,12-13,18,24H,8-11H2,(H,20,21)/t18-/m1/s1","LDDVFORMTQHFKD-GOSISDBHSA-N","O=C([C@H](O)c1ccccc1)N1CCN(c2ccc3[nH]ncc3c2)CC1","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL239772","InChI=1S/C19H19ClN4O2/c20-16-4-2-1-3-15(16)18(25)19(26)24-9-7-23(8-10-24)14-5-6-17-13(11-14)12-21-22-17/h1-6,11-12,18,25H,7-10H2,(H,21,22)/t18-/m1/s1","RRMIJFINKILIRL-GOSISDBHSA-N","O=C([C@H](O)c1ccccc1Cl)N1CCN(c2ccc3[nH]ncc3c2)CC1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1997340","InChI=1S/C16H16N4O3/c21-12-2-1-5-20(9-12)16(22)14-7-15(23-19-14)10-3-4-13-11(6-10)8-17-18-13/h3-4,6-8,12,21H,1-2,5,9H2,(H,17,18)","GNZPMJDEUIVORU-UHFFFAOYSA-N","O=C(c1cc(-c2ccc3[nH]ncc3c2)on1)N1CCCC(O)C1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL2006481","InChI=1S/C16H16N4O2/c21-16(20-6-2-1-3-7-20)14-9-15(22-19-14)11-4-5-13-12(8-11)10-17-18-13/h4-5,8-10H,1-3,6-7H2,(H,17,18)","ZVZCNOQSOULQEK-UHFFFAOYSA-N","O=C(c1cc(-c2ccc3[nH]ncc3c2)on1)N1CCCCC1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1986530","InChI=1S/C24H25FN6O2/c25-20-7-6-16(15-21-17-4-1-2-5-18(17)22(32)29-28-21)14-19(20)23(33)30-10-12-31(13-11-30)24-26-8-3-9-27-24/h3,6-9,14H,1-2,4-5,10-13,15H2,(H,29,32)","KIUHBHFVVQQALF-UHFFFAOYSA-N","O=C(c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F)N1CCN(c2ncccn2)CC1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1997872","InChI=1S/C18H17N3O2/c22-18(21-6-8-23-9-7-21)15-3-1-2-13(10-15)16-11-14-4-5-19-17(14)20-12-16/h1-5,10-12H,6-9H2,(H,19,20)","AQZIXHSRFOGYHF-UHFFFAOYSA-N","O=C(c1cccc(-c2cnc3[nH]ccc3c2)c1)N1CCOCC1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1984274","InChI=1S/C23H16N6O3/c30-21-16-12-7-13-17(18(16)22(31)27-26-21)24-25-20-19(14-8-3-1-4-9-14)28-29(23(20)32)15-10-5-2-6-11-15/h1-13,24H,(H,26,30)(H,27,31)","LGAUPFRHNGMZDU-UHFFFAOYSA-N","O=C1C(=NNc2cccc3c(=O)[nH][nH]c(=O)c23)C(c2ccccc2)=NN1c1ccccc1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL326282","InChI=1S/C19H12Cl3NO2/c20-10-1-3-12(14(22)7-10)9-5-16-18(17(24)6-9)19(25)13-4-2-11(21)8-15(13)23-16/h1-4,7-9H,5-6H2,(H,23,25)","CNWMKSDNKYKWRI-UHFFFAOYSA-N","O=C1CC(c2ccc(Cl)cc2Cl)Cc2nc3cc(Cl)ccc3c(O)c21","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL539474","InChI=1S/C16H15N3O2/c20-15-4-2-7-18(15)10-11-5-6-13-12(9-11)17-16(21)14-3-1-8-19(13)14/h1,3,5-6,8-9H,2,4,7,10H2,(H,17,21)","JCFJQIHDZHHMQT-UHFFFAOYSA-N","O=C1CCCN1Cc1ccc2c(c1)[nH]c(=O)c1cccn12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL2006493","InChI=1S/C14H9F3O3/c15-14(16,17)7-4-5-8-11(6-7)20-10-3-1-2-9(18)12(10)13(8)19/h4-6H,1-3H2","YCBJUIHLMYFQSQ-UHFFFAOYSA-N","O=C1CCCc2oc3cc(C(F)(F)F)ccc3c(=O)c21","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL296586","InChI=1S/C16H11BrN2O/c17-9-5-6-14-11(7-9)12-8-15(20)18-13-4-2-1-3-10(13)16(12)19-14/h1-7,19H,8H2,(H,18,20)","QQUXFYAWXPMDOE-UHFFFAOYSA-N","O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL336961","InChI=1S/C15H10BrN3O/c16-8-3-4-11-9(6-8)10-7-13(20)18-12-2-1-5-17-15(12)14(10)19-11/h1-6,19H,7H2,(H,18,20)","NTSBZVCEIVPKBJ-UHFFFAOYSA-N","O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ncccc2N1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL50894","InChI=1S/C16H11N3O3/c20-15-8-12-11-7-9(19(21)22)5-6-14(11)18-16(12)10-3-1-2-4-13(10)17-15/h1-7,18H,8H2,(H,17,20)","OLUKILHGKRVDCT-UHFFFAOYSA-N","O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL3914997","InChI=1S/C24H20N4O2/c29-22-13-17-5-3-4-8-21(17)23(27-26-22)16-9-11-20(12-10-16)25-24(30)28-14-18-6-1-2-7-19(18)15-28/h1-12H,13-15H2,(H,25,30)(H,26,29)","CHNVFBALDMKDGK-UHFFFAOYSA-N","O=C1Cc2ccccc2C(c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)=NN1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1996510","InChI=1S/C24H20N6O2/c31-22-19(16-13-26-17-7-3-1-5-14(16)17)20(23(32)29-22)21-15-6-2-4-8-18(15)27-24(28-21)30-11-9-25-10-12-30/h1-8,13,25-26H,9-12H2,(H,29,31,32)","WAKGEHXTOOFEAE-UHFFFAOYSA-N","O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1nc(N2CCNCC2)nc2ccccc12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL362558","InChI=1S/C28H25FN6O3/c29-18-12-17-15-34(28(38)32-7-3-1-4-8-32)11-10-33-16-20(19(13-18)25(17)33)23-24(27(37)31-26(23)36)21-14-30-22-6-2-5-9-35(21)22/h2,5-6,9,12-14,16H,1,3-4,7-8,10-11,15H2,(H,31,36,37)","HRJWTAWVFDCTGO-UHFFFAOYSA-N","O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL178737","InChI=1S/C27H24N6O4/c34-25-22(23(26(35)29-25)20-14-28-21-6-1-2-7-33(20)21)19-16-31-8-9-32(27(36)30-10-12-37-13-11-30)15-17-4-3-5-18(19)24(17)31/h1-7,14,16H,8-13,15H2,(H,29,34,35)","INJUVNWOFHYUIN-UHFFFAOYSA-N","O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL379975","InChI=1S/C20H11ClN2O3/c21-13-4-2-1-3-10(13)11-8-15-16(18-17(11)19(25)23-20(18)26)12-7-9(24)5-6-14(12)22-15/h1-8,22,24H,(H,23,25,26)","DPEXRCOBPACFOO-UHFFFAOYSA-N","O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1[nH]c3ccc(O)cc3c21","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL2001920","InChI=1S/C11H5BrN2O2S2/c12-4-1-2-6-5(3-4)7(9(15)13-6)8-10(16)14-11(17)18-8/h1-3H,(H,13,15)(H,14,16,17)","FYYNFIZWOMBUTO-UHFFFAOYSA-N","O=C1NC(=S)SC1=C1C(=O)Nc2ccc(Br)cc21","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL226471","InChI=1S/C18H14FN3O/c19-14-4-2-1-3-12(14)17-9-11(5-7-20-17)16-10-13-15(22-16)6-8-21-18(13)23/h1-5,7,9-10,22H,6,8H2,(H,21,23)","XJJYJNMNYDNXNO-UHFFFAOYSA-N","O=C1NCCc2[nH]c(-c3ccnc(-c4ccccc4F)c3)cc21","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL226403","InChI=1S/C21H16N4O/c26-21-16-11-20(25-18(16)6-8-23-21)14-5-7-22-19(10-14)15-9-13-3-1-2-4-17(13)24-12-15/h1-5,7,9-12,25H,6,8H2,(H,23,26)","OWFLADWRSCINST-UHFFFAOYSA-N","O=C1NCCc2[nH]c(-c3ccnc(-c4cnc5ccccc5c4)c3)cc21","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1997129","InChI=1S/C20H17N3O/c24-20-17-13-19(23-18(17)9-11-22-20)15-8-10-21-16(12-15)7-6-14-4-2-1-3-5-14/h1-8,10,12-13,23H,9,11H2,(H,22,24)","RJZDECGDCKOHBV-UHFFFAOYSA-N","O=C1NCCc2[nH]c(-c3ccnc(C=Cc4ccccc4)c3)cc21","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL226232","InChI=1S/C12H10ClN3O/c13-11-5-7(1-3-14-11)10-6-8-9(16-10)2-4-15-12(8)17/h1,3,5-6,16H,2,4H2,(H,15,17)","JTRXEPCDEVNYPE-UHFFFAOYSA-N","O=C1NCCc2[nH]c(-c3ccnc(Cl)c3)cc21","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4284524","InChI=1S/C20H13N3O2/c24-9-5-6-14-11(7-9)15-12-8-21-20(25)17(12)16-10-3-1-2-4-13(10)22-19(16)18(15)23-14/h1-7,22-24H,8H2,(H,21,25)","ZRXIUWDFOIRCIZ-UHFFFAOYSA-N","O=C1NCc2c1c1c3ccccc3[nH]c1c1[nH]c3ccc(O)cc3c21","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1969502","InChI=1S/C20H16N4O2/c25-19(15-8-14(15)11-4-2-1-3-5-11)23-13-6-16-18-12(9-21-17(18)7-13)10-22-24-20(16)26/h1-7,9-10,14-15,21H,8H2,(H,23,25)(H,24,26)","ZKHDDJKHTPLPOQ-UHFFFAOYSA-N","O=C1NN=Cc2c[nH]c3cc(NC(=O)C4CC4c4ccccc4)cc1c23","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL2001923","InChI=1S/C39H32F3N5O3/c40-32-17-25(18-33(41)38(32)42)22-47-23-31(29-9-11-43-21-37(29)47)26-2-7-30-35(20-26)44-34-8-1-24(19-36(34)45-39(30)48)10-14-50-28-5-3-27(4-6-28)46-12-15-49-16-13-46/h1-9,11,17-21,23,44H,10,12-16,22H2,(H,45,48)","PHMQDWBSDYUPSP-UHFFFAOYSA-N","O=C1Nc2cc(CCOc3ccc(N4CCOCC4)cc3)ccc2Nc2cc(-c3cn(Cc4cc(F)c(F)c(F)c4)c4cnccc34)ccc21","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1989136","InChI=1S/C18H13N3O/c22-18-14-6-5-13(12-7-9-19-10-8-12)11-17(14)20-15-3-1-2-4-16(15)21-18/h1-11,20H,(H,21,22)","WQEJLZRJDSKLCZ-UHFFFAOYSA-N","O=C1Nc2ccccc2Nc2cc(-c3ccncc3)ccc21","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1987745","InChI=1S/C18H12ClN3O/c19-14-10-20-8-7-12(14)11-5-6-13-17(9-11)21-15-3-1-2-4-16(15)22-18(13)23/h1-10,21H,(H,22,23)","BLUHZSPELLCJKH-UHFFFAOYSA-N","O=C1Nc2ccccc2Nc2cc(-c3ccncc3Cl)ccc21","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1727312","InChI=1S/C13H10N2O/c16-13-9-5-1-2-6-10(9)14-11-7-3-4-8-12(11)15-13/h1-8,14H,(H,15,16)","KVVFXAAMMFTLGN-UHFFFAOYSA-N","O=C1Nc2ccccc2Nc2ccccc21","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1968850","InChI=1S/C11H7ClN4O/c12-9-5-6-10(16-15-9)13-7-3-1-2-4-8(7)14-11(6)17/h1-5H,(H,13,16)(H,14,17)","AEZICWXXUCODMN-UHFFFAOYSA-N","O=C1Nc2ccccc2Nc2nnc(Cl)cc21","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1977346","InChI=1S/C11H7IN4O/c12-9-5-6-10(16-15-9)13-7-3-1-2-4-8(7)14-11(6)17/h1-5H,(H,13,16)(H,14,17)","IFQICUARAXVEIQ-UHFFFAOYSA-N","O=C1Nc2ccccc2Nc2nnc(I)cc21","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1971801","InChI=1S/C11H8N4O/c16-11-7-5-6-12-15-10(7)13-8-3-1-2-4-9(8)14-11/h1-6H,(H,13,15)(H,14,16)","WKWARMGSTJGPIX-UHFFFAOYSA-N","O=C1Nc2ccccc2Nc2nnccc21","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL2385543","InChI=1S/C34H29ClN4O2/c35-28-9-7-23(8-10-28)32-20-27-18-26-19-29(38-16-14-36-15-17-38)11-12-31(26)39(34(40)33(27)41-32)22-25-4-1-2-6-30(25)24-5-3-13-37-21-24/h1-13,19-21,36H,14-18,22H2","WCQPZKBEGJASRO-UHFFFAOYSA-N","O=C1c2oc(-c3ccc(Cl)cc3)cc2Cc2cc(N3CCNCC3)ccc2N1Cc1ccccc1-c1cccnc1","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4075183","InChI=1S/C21H19N5O2S/c27-29(28,15-16-5-2-1-3-6-16)19-8-4-7-18(13-19)23-14-20-24-21(26-25-20)17-9-11-22-12-10-17/h1-13,23H,14-15H2,(H,24,25,26)","LPAUJHOSCCPEFW-UHFFFAOYSA-N","O=S(=O)(Cc1ccccc1)c1cccc(NCc2nc(-c3ccncc3)n[nH]2)c1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL2004544","InChI=1S/C18H15NO6S/c20-14-3-1-2-12-17(26(21,22)23)7-5-13(18(12)14)19-9-11-4-6-15-16(8-11)25-10-24-15/h1-8,19-20H,9-10H2,(H,21,22,23)","BNLPAUPVSCPTDM-UHFFFAOYSA-N","O=S(=O)(O)c1ccc(NCc2ccc3c(c2)OCO3)c2c(O)cccc12","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL1233300","InChI=1S/C14H17N3O3S/c18-14-12-3-1-4-13(11(12)5-7-16-14)21(19,20)17-9-2-6-15-8-10-17/h1,3-5,7,15H,2,6,8-10H2,(H,16,18)","ZAVGJDAFCZAWSZ-UHFFFAOYSA-N","O=S(=O)(c1cccc2c(O)nccc12)N1CCCNCC1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL2003637","InChI=1S/C16H16N6O2/c23-22(24)13-6-4-5-12(11-13)16-18-17-14-7-8-15(19-21(14)16)20-9-2-1-3-10-20/h4-8,11H,1-3,9-10H2","JEYOQYMSSQZLJL-UHFFFAOYSA-N","O=[N+]([O-])c1cccc(-c2nnc3ccc(N4CCCCC4)nn23)c1","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL1684195","InChI=1S/C20H14N4O2/c25-20-16-8-12(15-9-21-22-10-15)5-6-17(16)23-19(24-20)14-7-13-3-1-2-4-18(13)26-11-14/h1-10H,11H2,(H,21,22)(H,23,24,25)","FRSDBTPRXCYYHF-UHFFFAOYSA-N","O=c1[nH]c(C2=Cc3ccccc3OC2)nc2ccc(-c3cn[nH]c3)cc12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL2003456","InChI=1S/C12H9N3O/c16-12-14-10-6-9(7-13-11(10)15-12)8-4-2-1-3-5-8/h1-7H,(H2,13,14,15,16)","PPCNMZPSQZFFGM-UHFFFAOYSA-N","O=c1[nH]c2cc(-c3ccccc3)cnc2[nH]1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1974803","InChI=1S/C15H8Cl3NO3/c16-6-1-2-11(20)8(3-6)12-13-9(18)4-7(17)5-10(13)19-15(22)14(12)21/h1-5,20-21H,(H,19,22)","UUYUVYXSHUTRGO-UHFFFAOYSA-N","O=c1[nH]c2cc(Cl)cc(Cl)c2c(-c2cc(Cl)ccc2O)c1O","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1992796","InChI=1S/C24H18ClN3O/c25-17-11-12-19-18(13-17)22(16-9-5-2-6-10-16)23(24(29)26-19)21-14-20(27-28-21)15-7-3-1-4-8-15/h1-13,20,27H,14H2,(H,26,29)","WGYAMRMJVUNILQ-UHFFFAOYSA-N","O=c1[nH]c2ccc(Cl)cc2c(-c2ccccc2)c1C1=NNC(c2ccccc2)C1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL2000393","InChI=1S/C21H14F2N6O2/c22-11-4-5-14-17(8-11)28(10-25-14)20-24-9-15-19(27-20)29(21(30)26-15)16-6-7-31-18-12(16)2-1-3-13(18)23/h1-5,8-10,16H,6-7H2,(H,26,30)","DBXGGXLBTWZXBB-UHFFFAOYSA-N","O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1C1CCOc2c(F)cccc21","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL2007592","InChI=1S/C17H14N4OS/c22-17-19-16-13(11-8-4-5-9-12(11)23-16)15-18-14(20-21(15)17)10-6-2-1-3-7-10/h1-3,6-7H,4-5,8-9H2,(H,19,22)","ZVGVJHARPQUYQS-UHFFFAOYSA-N","O=c1[nH]c2sc3c(c2c2nc(-c4ccccc4)nn12)CCCC3","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1970806","InChI=1S/C16H13N5OS/c22-16-19-15-12(10-5-1-2-6-11(10)23-15)14-18-13(20-21(14)16)9-4-3-7-17-8-9/h3-4,7-8H,1-2,5-6H2,(H,19,22)","YRWZRNPWLKELTF-UHFFFAOYSA-N","O=c1[nH]c2sc3c(c2c2nc(-c4cccnc4)nn12)CCCC3","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1966808","InChI=1S/C16H13N5OS/c22-16-19-15-12(10-3-1-2-4-11(10)23-15)14-18-13(20-21(14)16)9-5-7-17-8-6-9/h5-8H,1-4H2,(H,19,22)","HMKKDSBJGMESJD-UHFFFAOYSA-N","O=c1[nH]c2sc3c(c2c2nc(-c4ccncc4)nn12)CCCC3","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1968151","InChI=1S/C12H7N5OS/c18-12-15-11-8(3-6-19-11)10-14-9(16-17(10)12)7-1-4-13-5-2-7/h1-6H,(H,15,18)","RYSOFKOEVPNDDI-UHFFFAOYSA-N","O=c1[nH]c2sccc2c2nc(-c3ccncc3)nn12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1982610","InChI=1S/C12H7ClIN3O/c13-8-3-1-2-7(4-8)10-6-17-11(16-10)9(14)5-15-12(17)18/h1-6H,(H,15,18)","UPPYTUNUGKDPSA-UHFFFAOYSA-N","O=c1[nH]cc(I)c2nc(-c3cccc(Cl)c3)cn12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL2001668","InChI=1S/C12H8IN3O/c13-9-6-14-12(17)16-7-10(15-11(9)16)8-4-2-1-3-5-8/h1-7H,(H,14,17)","HXILKBXYIZKOHV-UHFFFAOYSA-N","O=c1[nH]cc(I)c2nc(-c3ccccc3)cn12","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL1083116","InChI=1S/C16H14N2O3S/c19-16-15-7-6-14(10-13(15)8-9-17-16)18-22(20,21)11-12-4-2-1-3-5-12/h1-10,18H,11H2,(H,17,19)","INMMQIQAKXYUED-UHFFFAOYSA-N","O=c1[nH]ccc2cc(NS(=O)(=O)Cc3ccccc3)ccc12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1992323","InChI=1S/C10H5ClN2O2/c11-5-1-2-7-6(3-5)8-9(15-7)10(14)13-4-12-8/h1-4H,(H,12,13,14)","QNZJDYVERIAXAI-UHFFFAOYSA-N","O=c1[nH]cnc2c1oc1ccc(Cl)cc12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL583144","InChI=1S/C10H4Cl2N2OS/c11-4-1-2-5(12)8-6(4)7-9(16-8)10(15)14-3-13-7/h1-3H,(H,13,14,15)","DJUSDFVEBBYFFL-UHFFFAOYSA-N","O=c1[nH]cnc2c1sc1c(Cl)ccc(Cl)c12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1991640","InChI=1S/C20H15F2N3O2S/c21-13-8-12-17(15(22)16(13)23-9-10-4-2-1-3-5-10)25(11-6-7-11)20-14(18(12)26)19(27)24-28-20/h1-5,8,11,23H,6-7,9H2,(H,24,27)","GQHSVFWCNBWKGM-UHFFFAOYSA-N","O=c1[nH]sc2c1c(=O)c1cc(F)c(NCc3ccccc3)c(F)c1n2C1CC1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1999321","InChI=1S/C23H19N3O3/c27-22-20(21(23(22)28)26-17-11-13-24-14-12-17)25-15-10-16-6-8-19(9-7-16)29-18-4-2-1-3-5-18/h1-9,11-14,25H,10,15H2,(H,24,26)","KYHMOCUKKUVQSG-UHFFFAOYSA-N","O=c1c(NCCc2ccc(Oc3ccccc3)cc2)c(Nc2ccncc2)c1=O","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1980489","InChI=1S/C16H12ClN3O2/c17-11-3-1-10(2-4-11)9-19-13-14(16(22)15(13)21)20-12-5-7-18-8-6-12/h1-8,19H,9H2,(H,18,20)","LCKDESRGCHSHHO-UHFFFAOYSA-N","O=c1c(NCc2ccc(Cl)cc2)c(Nc2ccncc2)c1=O","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1979252","InChI=1S/C17H12F3N3O2/c18-17(19,20)11-3-1-2-10(8-11)9-22-13-14(16(25)15(13)24)23-12-4-6-21-7-5-12/h1-8,22H,9H2,(H,21,23)","GQHMZZXJWGPHDA-UHFFFAOYSA-N","O=c1c(NCc2cccc(C(F)(F)F)c2)c(Nc2ccncc2)c1=O","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1982361","InChI=1S/C16H12FN3O2/c17-12-4-2-1-3-10(12)9-19-13-14(16(22)15(13)21)20-11-5-7-18-8-6-11/h1-8,19H,9H2,(H,18,20)","GPKQGYSDQQIJLW-UHFFFAOYSA-N","O=c1c(NCc2ccccc2F)c(Nc2ccncc2)c1=O","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL2004443","InChI=1S/C18H11F2N3O/c19-13-5-1-11(2-6-13)15-10-21-23-17(24)9-16(22-18(15)23)12-3-7-14(20)8-4-12/h1-10,22H","HNZBELVVHGZHII-UHFFFAOYSA-N","O=c1cc(-c2ccc(F)cc2)[nH]c2c(-c3ccc(F)cc3)cnn12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL2004156","InChI=1S/C18H11F2N3O/c19-13-6-4-11(5-7-13)15-10-21-23-17(24)9-16(22-18(15)23)12-2-1-3-14(20)8-12/h1-10,22H","QQXBOOIPHBWOGC-UHFFFAOYSA-N","O=c1cc(-c2cccc(F)c2)[nH]c2c(-c3ccc(F)cc3)cnn12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1958401","InChI=1S/C15H18N4O/c20-14-10-13(11-6-8-16-9-7-11)18-15(19-14)17-12-4-2-1-3-5-12/h6-10,12H,1-5H2,(H2,17,18,19,20)","FAIHBCXQSBIRIL-UHFFFAOYSA-N","O=c1cc(-c2ccncc2)nc(NC2CCCCC2)[nH]1","Inactive"
